method_id,method,scale,dimension,evaluation,n_runs,success_rate,mean_best_so_far,std_best_so_far,q25_best_so_far,q75_best_so_far,sem_best_so_far
ft_hsbo,FT-HSBO,medium,40-D,28,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,29,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,30,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,31,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,32,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,33,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,34,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,35,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,36,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,37,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,38,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,39,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,40,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,41,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,42,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,43,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,44,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,45,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
